draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
3,70,Ed Dickson,TE,23,193,250,Oregon,5.0,28.0,5.6,0.0,124.0,1557.0,12.6,12.0,4.59,34.0,23.0,115.0,7.32,4.59
3,77,Damian Williams,WR,22,185,190,USC,7.0,64.0,9.1,0.0,147.0,2114.0,14.4,17.0,4.52,38.0,19.0,118.0,6.79,4.24
3,78,Brandon LaFell,WR,23,190,210,LSU,8.0,37.0,4.6,1.0,175.0,2517.0,14.4,25.0,4.58,36.0,15.0,115.0,6.81,4.23
3,82,Emmanuel Sanders,WR,23,180,180,SMU,9.0,40.0,4.4,0.0,285.0,3791.0,13.3,34.0,4.4,39.5,12.0,126.0,6.64,4.1
3,84,Jordan Shipley,WR,24,180,190,Texas,16.0,162.0,10.1,0.0,248.0,3191.0,12.9,33.0,4.6,36.5,16.0,116.0,6.92,4.19
3,87,Eric Decker,WR,23,190,214,Minnesota,15.0,114.0,7.6,1.0,227.0,3119.0,13.7,24.0,4.54,35.8,15.0,121.0,6.92,4.19
3,90,Taylor Price,WR,22,183,204,Ohio,24.0,125.0,5.2,0.0,149.0,2019.0,13.6,14.0,4.4,37.0,16.0,114.0,6.82,4.34
3,93,Tony Moeaki,TE,23,193,250,Iowa,0.0,0.0,0.0,0.0,76.0,953.0,12.5,11.0,4.69,34.0,18.0,113.0,7.1,4.42
3,95,Jimmy Graham,TE,23,201,265,Miami (FL),0.0,0.0,0.0,0.0,17.0,213.0,12.5,5.0,4.53,38.5,21.0,120.0,6.9,4.45
4,99,Mardy Gilyard,WR,23,183,187,Cincinnati,7.0,26.0,3.7,1.0,204.0,3003.0,14.7,25.0,4.61,39.0,15.0,116.0,6.92,4.4
4,101,Mike Williams,WR,23,188,204,Syracuse,1.0,-7.0,-7.0,0.0,133.0,2044.0,15.4,20.0,4.53,33.5,8.0,116.0,6.9,4.31
4,108,Jacoby Ford,WR,23,175,181,Clemson,58.0,494.0,8.5,2.0,143.0,1986.0,13.9,16.0,4.28,33.5,15.0,115.0,7.0,4.44
4,112,Joe McKnight,RB,22,183,190,USC,347.0,2213.0,6.4,13.0,66.0,542.0,8.2,2.0,4.4,36.5,18.0,120.0,7.03,4.25
4,113,Aaron Hernandez,TE,20,188,250,Florida,1.0,16.0,16.0,0.0,111.0,1382.0,12.5,12.0,4.64,33.7,21.0,116.0,7.14,4.33
4,114,Dennis Pitta,TE,25,193,245,BYU,0.0,0.0,0.0,0.0,221.0,2901.0,13.1,21.0,4.68,34.0,27.0,113.0,6.72,4.17
4,118,Garrett Graham,TE,24,190,245,Wisconsin,0.0,0.0,0.0,0.0,121.0,1492.0,12.3,16.0,4.71,34.5,20.0,112.0,7.09,4.35
5,132,Michael Hoomanawanui,TE,22,193,265,Illinois,0.0,0.0,0.0,0.0,40.0,490.0,12.3,4.0,4.77,33.7,25.0,116.0,7.14,4.33
5,139,John Conner,RB,23,180,240,Kentucky,54.0,247.0,4.6,4.0,25.0,193.0,7.7,4.0,4.64,35.0,24.0,111.0,7.15,4.32
5,154,Andrew Quarless,TE,21,193,248,Penn St.,0.0,0.0,0.0,0.0,87.0,1146.0,13.2,8.0,4.68,32.0,23.0,112.0,7.14,4.33
5,156,David Reed,WR,23,183,188,Utah,5.0,19.0,3.8,1.0,106.0,1615.0,15.2,11.0,4.56,37.0,15.0,114.0,6.95,4.38
5,159,Riley Cooper,WR,22,190,214,Florida,1.0,14.0,14.0,0.0,81.0,1496.0,18.5,18.0,4.53,33.0,15.0,114.0,6.92,4.19
5,162,Brody Eldridge,TE,23,196,265,Oklahoma,0.0,0.0,0.0,0.0,13.0,98.0,7.5,1.0,4.72,31.5,21.0,116.0,7.14,4.33
6,173,Anthony Dixon,RB,22,185,239,Mississippi St.,910.0,3994.0,4.4,42.0,56.0,449.0,8.0,4.0,4.67,33.0,15.0,121.0,7.09,4.49
6,177,Carlton Mitchell,WR,22,193,212,South Florida,5.0,24.0,4.8,0.0,105.0,1648.0,15.7,9.0,4.46,36.0,16.0,122.0,6.96,4.55
6,182,Nate Byham,TE,22,193,268,Pittsburgh,0.0,0.0,0.0,0.0,47.0,612.0,13.0,3.0,4.97,29.0,21.0,109.0,7.14,4.33
6,185,Anthony McCoy,TE,22,196,244,USC,1.0,25.0,25.0,0.0,46.0,731.0,15.9,3.0,4.71,35.5,19.0,113.0,6.99,4.57
6,188,Jonathan Dwyer,RB,21,180,235,Georgia Tech,517.0,3226.0,6.2,35.0,15.0,263.0,17.5,1.0,4.64,33.0,15.0,107.0,7.56,4.67
6,191,Dezmon Briscoe,WR,21,190,200,Kansas,4.0,37.0,9.3,1.0,219.0,3240.0,14.8,31.0,4.66,33.0,9.0,115.0,7.1,4.57
6,193,James Starks,RB,24,185,203,Buffalo,698.0,3140.0,4.5,34.0,127.0,898.0,7.1,3.0,4.5,36.0,15.0,119.0,6.89,4.23
6,195,Antonio Brown,WR,22,178,181,Central Michigan,72.0,531.0,7.4,4.0,305.0,3199.0,10.5,22.0,4.56,33.5,13.0,105.0,6.98,4.18
6,197,Trindon Holliday,WR,24,165,162,LSU,115.0,776.0,6.7,4.0,7.0,72.0,10.3,0.0,4.34,42.0,10.0,116.0,6.54,4.48
6,198,David Gettis,WR,23,190,217,Baylor,0.0,0.0,0.0,0.0,116.0,1555.0,13.4,4.0,4.43,34.5,15.0,124.0,6.94,4.41
6,206,Kyle Williams,WR,22,178,185,Arizona St.,17.0,130.0,7.6,0.0,109.0,1626.0,14.9,18.0,4.4,33.0,11.0,118.0,7.0,4.19
7,233,Jim Dray,TE,23,196,253,Stanford,0.0,0.0,0.0,0.0,41.0,455.0,11.1,7.0,4.82,33.7,17.0,116.0,7.14,4.33
7,235,Dedrick Epps,TE,22,190,246,Miami (FL),0.0,0.0,0.0,0.0,49.0,634.0,12.9,6.0,4.7,33.7,19.0,116.0,7.14,4.33
1,4,A.J. Green,WR,23,193,210,Georgia,7.0,105.0,15.0,0.0,166.0,2619.0,15.8,23.0,4.48,34.5,18.0,126.0,6.91,4.21
1,6,Julio Jones,WR,22,190,220,Alabama,10.0,139.0,13.9,2.0,179.0,2653.0,14.8,15.0,4.34,38.5,17.0,135.0,6.66,4.25
1,26,Jonathan Baldwin,WR,22,193,225,Pittsburgh,5.0,68.0,13.6,0.0,128.0,2337.0,18.3,16.0,4.49,42.0,20.0,129.0,7.07,4.34
1,28,Mark Ingram,RB,21,175,215,Alabama,572.0,3261.0,5.7,42.0,60.0,670.0,11.2,4.0,4.62,31.5,21.0,118.0,7.13,4.62
2,38,Ryan Williams,RB,21,178,205,Virginia Tech,403.0,2132.0,5.3,30.0,26.0,289.0,11.1,2.0,4.59,40.0,19.0,123.0,6.96,4.18
2,43,Kyle Rudolph,TE,21,198,265,Notre Dame,0.0,0.0,0.0,0.0,90.0,1032.0,11.5,8.0,4.83,33.7,21.0,116.0,7.14,4.33
2,44,Titus Young,WR,22,180,175,Boise St.,47.0,350.0,7.4,8.0,204.0,3063.0,15.0,25.0,4.43,35.8,15.0,123.0,6.92,4.19
2,47,Lance Kendricks,TE,23,190,250,Wisconsin,9.0,92.0,10.2,0.0,78.0,1160.0,14.9,8.0,4.65,34.5,25.0,122.0,6.94,4.15
2,56,Shane Vereen,RB,22,178,205,California,556.0,2834.0,5.1,29.0,74.0,674.0,9.1,6.0,4.49,34.0,31.0,115.0,6.95,4.28
2,57,Mikel Leshoure,RB,21,183,230,Illinois,424.0,2557.0,6.0,23.0,37.0,439.0,11.9,5.0,4.56,38.0,21.0,122.0,6.82,4.4
2,58,Torrey Smith,WR,22,183,205,Maryland,21.0,66.0,3.1,1.0,152.0,2215.0,14.6,19.0,4.41,41.0,19.0,126.0,6.72,4.13
2,59,Greg Little,WR,22,188,220,North Carolina,166.0,805.0,4.8,6.0,86.0,969.0,11.3,6.0,4.51,40.5,27.0,129.0,6.8,4.21
2,62,Daniel Thomas,RB,23,183,225,Kansas St.,545.0,2850.0,5.2,30.0,52.0,428.0,8.2,0.0,4.62,34.7,21.0,119.0,7.03,4.25
2,64,Randall Cobb,WR,21,178,192,Kentucky,228.0,1313.0,5.8,22.0,144.0,1661.0,11.5,13.0,4.46,33.5,16.0,115.0,7.08,4.34
3,69,Rob Housler,TE,23,196,238,Florida Atlantic,5.0,108.0,21.6,1.0,78.0,1228.0,15.7,8.0,4.46,37.0,22.0,117.0,6.9,4.21
3,71,DeMarco Murray,RB,23,185,220,Oklahoma,759.0,3685.0,4.9,50.0,157.0,1571.0,10.0,13.0,4.37,34.5,21.0,124.0,7.28,4.18
3,73,Stevan Ridley,RB,22,180,220,LSU,306.0,1419.0,4.6,19.0,17.0,94.0,5.5,0.0,4.65,36.0,18.0,118.0,6.78,4.21
3,78,Austin Pettis,WR,23,188,205,Boise St.,1.0,-11.0,-11.0,0.0,229.0,2838.0,12.4,39.0,4.56,33.5,14.0,120.0,6.68,3.88
3,79,Leonard Hankerson,WR,23,185,205,Miami (FL),0.0,0.0,0.0,0.0,134.0,2160.0,16.1,22.0,4.4,36.0,14.0,117.0,6.94,4.21
3,82,Vincent Brown,WR,22,180,184,San Diego St.,7.0,34.0,4.9,0.0,209.0,3110.0,14.9,23.0,4.68,33.5,12.0,121.0,6.64,4.25
3,83,Jerrel Jernigan,WR,22,175,181,Troy,132.0,892.0,6.8,5.0,262.0,3128.0,11.9,18.0,4.46,37.5,11.0,124.0,7.07,4.25
3,96,Alex Green,RB,23,183,220,Hawaii,232.0,1652.0,7.1,20.0,38.0,461.0,12.1,2.0,4.45,34.0,20.0,114.0,6.91,4.15
4,102,Jordan Cameron,TE,23,196,265,USC,1.0,6.0,6.0,0.0,16.0,126.0,7.9,1.0,4.53,37.5,23.0,119.0,6.82,4.03
4,104,Luke Stocker,TE,23,196,253,Tennessee,0.0,0.0,0.0,0.0,85.0,956.0,11.2,8.0,4.68,33.0,27.0,115.0,7.03,4.4
4,112,Greg Salas,WR,23,185,206,Hawaii,0.0,0.0,0.0,0.0,285.0,4345.0,15.2,26.0,4.53,37.0,15.0,120.0,6.65,4.1
4,115,Kendall Hunter,RB,22,170,199,Oklahoma St.,708.0,4181.0,5.9,37.0,63.0,519.0,8.2,2.0,4.46,35.0,24.0,122.0,6.74,4.21
4,119,Delone Carter,RB,24,175,225,Syracuse,646.0,3104.0,4.8,24.0,28.0,208.0,7.4,1.0,4.54,37.0,27.0,120.0,6.92,4.07
4,123,Tandon Doss,WR,21,188,201,Indiana,42.0,290.0,6.9,2.0,154.0,1854.0,12.0,13.0,4.62,35.8,14.0,121.0,6.92,4.19
4,126,Bilal Powell,RB,22,178,204,Louisville,436.0,2338.0,5.4,19.0,45.0,344.0,7.6,3.0,4.51,34.7,18.0,119.0,7.03,4.25
4,130,Jamie Harper,RB,21,180,235,Clemson,311.0,1311.0,4.2,12.0,50.0,398.0,8.0,3.0,4.53,36.5,24.0,120.0,7.16,4.39
5,132,Kealoha Pilares,WR,23,178,213,Hawaii,125.0,701.0,5.6,8.0,209.0,2491.0,11.9,22.0,4.42,35.8,19.0,121.0,6.92,4.19
5,133,Johnny White,RB,23,178,200,North Carolina,246.0,1262.0,5.1,8.0,47.0,510.0,10.9,1.0,4.5,32.5,20.0,117.0,7.07,4.31
5,141,D.J. Williams,TE,22,188,236,Arkansas,0.0,0.0,0.0,0.0,152.0,1855.0,12.2,10.0,4.59,33.5,20.0,111.0,7.29,4.51
5,145,Jacquizz Rodgers,RB,21,168,205,Oregon St.,788.0,3877.0,4.9,46.0,151.0,1056.0,7.0,5.0,4.59,33.0,20.0,113.0,7.31,4.26
5,148,Denarius Moore,WR,22,183,195,Tennessee,10.0,105.0,10.5,1.0,112.0,2004.0,17.9,18.0,4.43,36.0,13.0,118.0,6.78,4.15
5,149,Dion Lewis,RB,20,173,195,Pittsburgh,544.0,2860.0,5.3,30.0,52.0,405.0,7.8,1.0,4.56,34.5,17.0,112.0,6.9,4.18
5,153,Jeremy Kerley,WR,22,175,188,TCU,63.0,306.0,4.9,8.0,120.0,1299.0,10.8,12.0,4.56,34.5,16.0,120.0,6.92,4.19
5,155,Niles Paul,WR,22,185,242,Nebraska,9.0,56.0,6.2,1.0,103.0,1532.0,14.9,5.0,4.45,34.5,24.0,117.0,6.9,4.14
5,159,Lee Smith,TE,23,198,265,Tennessee,1.0,0.0,0.0,0.0,75.0,791.0,10.5,3.0,4.94,29.0,25.0,108.0,7.13,4.28
6,167,Ryan Whalen,WR,22,185,204,Stanford,0.0,0.0,0.0,0.0,140.0,1884.0,13.5,7.0,4.53,38.5,18.0,123.0,6.67,4.09
6,174,Charles Clay,TE,22,190,255,Tulsa,179.0,911.0,5.1,10.0,189.0,2544.0,13.5,28.0,4.69,33.5,18.0,118.0,7.07,4.15
6,176,Dwayne Harris,WR,23,180,206,East Carolina,86.0,526.0,6.1,6.0,268.0,3001.0,11.2,20.0,4.53,34.0,10.0,111.0,6.77,4.21
6,177,Evan Royster,RB,23,183,218,Penn St.,686.0,3932.0,5.7,29.0,61.0,562.0,9.2,3.0,4.65,34.0,20.0,113.0,7.07,4.18
6,178,Aldrick Robinson,WR,22,178,185,SMU,0.0,0.0,0.0,0.0,181.0,3314.0,18.3,30.0,4.35,40.0,17.0,126.0,6.65,4.09
6,182,Ronald Johnson,WR,23,180,199,USC,16.0,88.0,5.5,0.0,138.0,1750.0,12.7,20.0,4.46,35.8,16.0,121.0,6.92,4.19
6,183,Jordan Todman,RB,21,178,200,Connecticut,616.0,3179.0,5.2,31.0,42.0,283.0,6.7,0.0,4.4,38.0,25.0,126.0,7.24,4.18
6,187,Allen Bradford,RB,23,180,235,USC,267.0,1585.0,5.9,16.0,14.0,176.0,12.6,4.0,4.53,29.0,28.0,113.0,6.97,4.39
7,204,Virgil Green,TE,23,196,255,Nevada,7.0,53.0,7.6,0.0,72.0,939.0,13.0,11.0,4.54,42.5,23.0,130.0,6.9,4.4
7,220,Shaun Chapas,RB,23,188,236,Georgia,40.0,155.0,3.9,3.0,26.0,221.0,8.5,4.0,4.87,35.5,23.0,116.0,7.13,4.4
7,221,Da'Rel Scott,RB,23,180,205,Maryland,430.0,2401.0,5.6,17.0,48.0,509.0,10.6,4.0,4.4,34.0,19.0,117.0,7.15,4.2
7,225,Anthony Allen,RB,23,183,223,Georgia Tech,546.0,3036.0,5.6,33.0,33.0,401.0,12.2,5.0,4.56,41.5,24.0,120.0,6.79,4.06
7,238,Daniel Hardy,TE,24,193,249,Idaho,0.0,0.0,0.0,0.0,80.0,1364.0,17.1,6.0,4.78,33.7,18.0,116.0,7.14,4.33
7,240,Stanley Havili,RB,23,185,230,USC,81.0,509.0,6.3,3.0,116.0,1290.0,11.1,12.0,4.64,34.7,20.0,119.0,7.03,4.25
7,249,DeMarco Sampson,WR,25,188,201,San Diego St.,8.0,9.0,1.1,0.0,146.0,2242.0,15.4,18.0,4.41,35.8,14.0,121.0,6.92,4.19
1,3,Trent Richardson,RB,22,175,228,Alabama,540.0,3130.0,5.8,35.0,68.0,730.0,10.7,7.0,4.48,34.7,20.0,119.0,7.03,4.25
1,5,Justin Blackmon,WR,22,185,210,Oklahoma St.,8.0,84.0,10.5,1.0,253.0,3564.0,14.1,40.0,4.46,35.8,14.0,121.0,6.92,4.19
1,13,Michael Floyd,WR,22,190,220,Notre Dame,4.0,30.0,7.5,1.0,271.0,3686.0,13.6,37.0,4.4,36.5,16.0,122.0,6.92,4.19
1,20,Kendall Wright,WR,22,178,185,Baylor,75.0,425.0,5.7,2.0,302.0,4004.0,13.3,30.0,4.49,38.5,15.0,121.0,6.93,4.18
1,30,A.J. Jenkins,WR,22,183,192,Illinois,6.0,25.0,4.2,0.0,167.0,2432.0,14.6,19.0,4.37,38.5,12.0,124.0,6.92,4.19
1,31,Doug Martin,RB,23,175,223,Boise St.,617.0,3431.0,5.6,43.0,67.0,715.0,10.7,4.0,4.46,36.0,28.0,120.0,6.79,4.16
1,32,David Wilson,RB,21,178,205,Virginia Tech,462.0,2662.0,5.8,18.0,37.0,363.0,9.8,5.0,4.38,41.0,20.0,132.0,7.09,4.12
2,34,Coby Fleener,TE,23,198,251,Stanford,0.0,0.0,0.0,0.0,96.0,1543.0,16.1,18.0,4.51,33.7,27.0,116.0,7.14,4.33
2,43,Stephen Hill,WR,21,193,215,Georgia Tech,12.0,147.0,12.3,1.0,49.0,1248.0,25.5,9.0,4.36,39.5,14.0,133.0,6.88,4.48
2,45,Alshon Jeffery,WR,22,190,218,South Carolina,0.0,0.0,0.0,0.0,183.0,3042.0,16.6,23.0,4.48,35.8,15.0,121.0,6.92,4.19
2,50,Isaiah Pead,RB,22,178,197,Cincinnati,545.0,3288.0,6.0,27.0,87.0,721.0,8.3,6.0,4.39,33.0,20.0,116.0,6.95,4.32
2,54,Ryan Broyles,WR,24,178,192,Oklahoma,15.0,97.0,6.5,1.0,349.0,4586.0,13.1,45.0,4.57,35.8,21.0,121.0,6.92,4.19
2,61,LaMichael James,RB,22,173,190,Oregon,771.0,5082.0,6.6,53.0,51.0,586.0,11.5,4.0,4.35,35.0,15.0,123.0,6.88,4.12
2,63,Rueben Randle,WR,21,188,208,LSU,0.0,0.0,0.0,0.0,97.0,1634.0,16.8,13.0,4.55,31.0,15.0,121.0,6.99,4.36
3,64,Dwayne Allen,TE,22,190,265,Clemson,0.0,0.0,0.0,0.0,93.0,1079.0,11.6,12.0,4.85,32.0,27.0,110.0,7.12,4.37
3,67,Ronnie Hillman,RB,20,175,200,San Diego St.,573.0,3243.0,5.7,36.0,33.0,338.0,10.2,2.0,4.42,37.0,17.0,119.0,7.03,4.25
3,68,DeVier Posey,WR,22,185,214,Ohio St.,3.0,13.0,4.3,0.0,136.0,1955.0,14.4,18.0,4.39,36.5,14.0,123.0,7.03,4.15
3,78,Michael Egnew,TE,22,196,252,Missouri,3.0,8.0,2.7,0.0,147.0,1332.0,9.1,8.0,4.52,36.0,21.0,131.0,7.03,4.32
3,83,Mohamed Sanu,WR,23,188,215,Rutgers,125.0,653.0,5.2,9.0,210.0,2263.0,10.8,12.0,4.62,36.0,19.0,126.0,6.88,4.22
3,84,Bernard Pierce,RB,21,183,222,Temple,663.0,3570.0,5.4,53.0,19.0,178.0,9.4,1.0,4.45,36.5,17.0,123.0,7.07,4.28
3,92,T.Y. Hilton,WR,22,178,183,Florida International,69.0,498.0,7.2,7.0,229.0,3531.0,15.4,24.0,4.34,35.8,15.0,121.0,6.92,4.19
4,96,Chris Givens,WR,22,180,198,Wake Forest,45.0,238.0,5.3,2.0,163.0,2473.0,15.2,21.0,4.35,33.5,19.0,118.0,6.97,4.23
4,97,Lamar Miller,RB,21,178,221,Miami (FL),335.0,1918.0,5.7,15.0,28.0,181.0,6.5,1.0,4.34,33.0,20.0,119.0,7.03,4.25
4,100,Travis Benjamin,WR,22,178,175,Miami (FL),25.0,126.0,5.0,1.0,131.0,2146.0,16.4,13.0,4.31,38.0,14.0,119.0,6.92,4.19
4,104,Joe Adams,WR,22,180,177,Arkansas,27.0,248.0,9.2,2.0,164.0,2410.0,14.7,17.0,4.51,36.0,15.0,123.0,7.09,4.19
4,106,Robert Turbin,RB,22,178,225,Utah St.,565.0,3315.0,5.9,40.0,67.0,845.0,12.6,11.0,4.42,36.0,28.0,122.0,7.16,4.31
4,107,Devon Wylie,WR,24,175,187,Fresno St.,18.0,118.0,6.6,0.0,98.0,1327.0,13.5,8.0,4.36,39.0,17.0,123.0,6.92,4.19
4,111,Evan Rodriguez,TE,23,185,242,Temple,1.0,1.0,1.0,0.0,69.0,871.0,12.6,7.0,4.53,36.0,18.0,119.0,6.94,4.28
4,116,Orson Charles,TE,21,190,257,Georgia,0.0,0.0,0.0,0.0,94.0,1370.0,14.6,10.0,4.73,33.7,35.0,116.0,7.14,4.33
4,118,Jarius Wright,WR,22,178,190,Arkansas,2.0,10.0,5.0,0.0,168.0,2934.0,17.5,24.0,4.39,38.0,11.0,120.0,6.93,4.03
4,121,Keshawn Martin,WR,22,178,190,Michigan St.,64.0,540.0,8.4,3.0,127.0,1714.0,13.5,10.0,4.42,39.5,13.0,122.0,6.85,4.13
4,122,Nick Toon,WR,23,188,215,Wisconsin,6.0,34.0,5.7,0.0,171.0,2447.0,14.3,18.0,4.49,37.5,18.0,121.0,6.92,4.19
4,128,Rhett Ellison,RB,23,196,255,USC,1.0,-5.0,-5.0,0.0,53.0,471.0,8.9,6.0,4.78,31.5,20.0,109.0,7.03,4.25
4,134,Greg Childs,WR,22,190,219,Arkansas,0.0,0.0,0.0,0.0,133.0,2066.0,15.5,15.0,4.52,36.5,19.0,125.0,6.92,4.19
5,152,Danny Coale,WR,24,183,201,Virginia Tech,13.0,45.0,3.5,0.0,165.0,2658.0,16.1,8.0,4.42,35.0,12.0,115.0,6.69,4.15
5,157,Bradie Ewing,RB,22,183,239,Wisconsin,7.0,33.0,4.7,2.0,28.0,328.0,11.7,2.0,4.73,36.5,14.0,120.0,7.14,4.16
5,159,Chris Rainey,RB,24,173,178,Florida,396.0,2464.0,6.2,13.0,69.0,795.0,11.5,6.0,4.36,36.5,16.0,120.0,6.5,3.93
5,166,Marvin Jones,WR,22,188,198,California,11.0,116.0,10.5,1.0,156.0,2270.0,14.6,13.0,4.46,33.0,22.0,112.0,6.81,4.11
5,168,Juron Criner,WR,22,190,224,Arizona,17.0,129.0,7.6,0.0,209.0,2859.0,13.7,32.0,4.66,38.0,17.0,117.0,7.15,4.3
5,170,Vick Ballard,RB,22,178,217,Mississippi St.,379.0,2157.0,5.7,29.0,30.0,293.0,9.8,2.0,4.59,33.0,23.0,115.0,7.03,4.19
6,173,Alfred Morris,RB,23,178,224,Florida Atlantic,733.0,3529.0,4.8,27.0,30.0,300.0,10.0,4.0,4.63,35.5,16.0,117.0,7.01,4.19
6,182,Cyrus Gray,RB,22,178,206,Texas A&M,632.0,3298.0,5.2,30.0,103.0,776.0,7.5,6.0,4.4,32.5,21.0,114.0,7.17,4.25
6,183,B.J. Cunningham,WR,23,185,211,Michigan St.,8.0,82.0,10.3,0.0,218.0,3086.0,14.2,25.0,4.52,31.5,12.0,116.0,7.1,4.19
6,186,James Hanna,TE,23,193,252,Oklahoma,0.0,0.0,0.0,0.0,52.0,720.0,13.8,9.0,4.43,36.0,24.0,122.0,6.76,4.11
6,191,Dan Herron,RB,23,178,212,Ohio St.,592.0,2869.0,4.8,32.0,44.0,309.0,7.0,1.0,4.57,35.0,22.0,117.0,6.97,4.04
6,194,Marvin McNutt,WR,23,193,216,Iowa,8.0,63.0,7.9,0.0,170.0,2861.0,16.8,28.0,4.48,37.0,15.0,122.0,7.15,4.07
6,198,Tommy Streeter,WR,22,196,219,Miami (FL),0.0,0.0,0.0,0.0,52.0,967.0,18.6,9.0,4.37,33.0,17.0,125.0,7.08,4.19
6,202,Terrance Ganaway,RB,23,183,239,Baylor,473.0,2592.0,5.5,34.0,12.0,133.0,11.1,1.0,4.61,37.5,20.0,119.0,7.15,4.25
6,206,LaVon Brazill,WR,23,180,192,Ohio,31.0,239.0,7.7,1.0,187.0,2515.0,13.4,18.0,4.43,32.5,11.0,121.0,6.92,4.19
7,233,Drake Dunsmore,TE,23,188,241,Northwestern,0.0,0.0,0.0,0.0,143.0,1567.0,11.0,14.0,4.63,35.5,21.0,117.0,6.73,4.03
7,238,Junior Hemingway,WR,23,185,225,Michigan,5.0,9.0,1.8,0.0,88.0,1638.0,18.6,11.0,4.48,35.5,21.0,124.0,6.59,3.98
7,240,David Paulson,TE,23,190,243,Oregon,0.0,0.0,0.0,0.0,67.0,1041.0,15.5,10.0,4.79,32.0,21.0,110.0,7.18,4.4
7,250,Edwin Baker,RB,21,173,204,Michigan St.,462.0,2293.0,5.0,19.0,15.0,125.0,8.3,1.0,4.44,35.0,20.0,111.0,7.27,4.31
1,8,Tavon Austin,WR,23,173,179,West Virginia,110.0,1033.0,9.4,6.0,288.0,3413.0,11.9,29.0,4.34,32.0,14.0,120.0,6.92,4.01
1,21,Tyler Eifert,TE,22,198,255,Notre Dame,0.0,0.0,0.0,0.0,140.0,1840.0,13.1,11.0,4.68,35.5,22.0,119.0,6.92,4.32
1,27,DeAndre Hopkins,WR,21,185,212,Clemson,0.0,0.0,0.0,0.0,206.0,3020.0,14.7,27.0,4.57,36.0,15.0,115.0,6.92,4.5
1,29,Cordarrelle Patterson,WR,22,188,220,Tennessee,25.0,308.0,12.3,3.0,46.0,778.0,16.9,5.0,4.42,37.0,15.0,128.0,6.92,4.19
2,34,Justin Hunter,WR,22,193,203,Tennessee,0.0,0.0,0.0,0.0,106.0,1812.0,17.1,18.0,4.44,39.5,15.0,136.0,6.92,4.33
2,35,Zach Ertz,TE,22,196,250,Stanford,0.0,0.0,0.0,0.0,112.0,1434.0,12.8,15.0,4.76,30.5,24.0,111.0,7.08,4.47
2,37,Giovani Bernard,RB,21,175,205,North Carolina,423.0,2481.0,5.9,25.0,92.0,852.0,9.3,6.0,4.53,33.5,19.0,122.0,6.91,4.12
2,41,Robert Woods,WR,21,183,195,USC,14.0,142.0,10.1,0.0,252.0,2930.0,11.6,32.0,4.51,33.5,14.0,117.0,7.15,4.47
2,47,Gavin Escobar,TE,22,196,247,San Diego St.,2.0,7.0,3.5,0.0,122.0,1646.0,13.5,17.0,4.84,32.0,21.0,114.0,7.07,4.31
2,48,Le'Veon Bell,RB,21,185,225,Michigan St.,671.0,3346.0,5.0,33.0,78.0,531.0,6.8,1.0,4.6,31.5,24.0,118.0,6.75,4.24
2,55,Vance McDonald,TE,23,193,267,Rice,7.0,52.0,7.4,0.0,119.0,1504.0,12.6,15.0,4.69,33.5,31.0,119.0,7.08,4.53
2,58,Montee Ball,RB,22,180,214,Wisconsin,924.0,5140.0,5.6,77.0,59.0,598.0,10.1,6.0,4.66,32.0,15.0,118.0,6.88,4.4
2,59,Aaron Dobson,WR,22,190,210,Marshall,3.0,19.0,6.3,0.0,165.0,2398.0,14.5,24.0,4.37,35.8,15.0,121.0,6.92,4.19
2,61,Eddie Lacy,RB,23,180,250,Alabama,355.0,2402.0,6.8,30.0,35.0,338.0,9.7,2.0,4.55,34.7,20.0,119.0,7.03,4.25
2,62,Christine Michael,RB,22,178,220,Texas A&M,529.0,2791.0,5.3,34.0,44.0,323.0,7.3,1.0,4.54,43.0,27.0,125.0,6.69,4.02
3,63,Travis Kelce,TE,23,196,260,Cincinnati,8.0,47.0,5.9,2.0,59.0,875.0,14.8,10.0,4.63,33.7,21.0,116.0,7.14,4.33
3,74,Terrance Williams,WR,23,188,210,Baylor,3.0,17.0,5.7,0.0,202.0,3334.0,16.5,27.0,4.52,32.5,11.0,119.0,7.01,4.32
3,76,Keenan Allen,WR,21,188,211,California,30.0,230.0,7.7,2.0,205.0,2570.0,12.5,17.0,4.58,35.8,15.0,121.0,6.92,4.19
3,78,Marquise Goodwin,WR,22,175,180,Texas,46.0,405.0,8.8,3.0,120.0,1364.0,11.4,7.0,4.27,35.8,13.0,132.0,6.92,4.19
3,79,Markus Wheaton,WR,22,180,185,Oregon St.,83.0,631.0,7.6,5.0,227.0,2994.0,13.2,16.0,4.45,37.0,20.0,120.0,6.8,4.02
3,85,Jordan Reed,TE,23,188,245,Florida,77.0,328.0,4.3,5.0,79.0,945.0,12.0,6.0,4.72,33.7,16.0,116.0,7.14,4.33
3,92,Stedman Bailey,WR,22,178,193,West Virginia,2.0,13.0,6.5,0.0,210.0,3218.0,15.3,41.0,4.52,34.5,11.0,117.0,6.81,4.09
3,96,Knile Davis,RB,21,180,227,Arkansas,349.0,1862.0,5.3,19.0,32.0,297.0,9.3,2.0,4.37,33.5,31.0,121.0,6.96,4.38
